id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
22582708,Apartment available on York university village,127903041,Shanique,,York University Heights,43.76421396620782,-79.50498055377656,Entire home/apt,70,1,0,,,1,0
23633574,036 room at York University Subway around,43488381,Runying,,York University Heights,43.767468001434594,-79.50282026694101,Private room,29,5,1,2018-03-28,1,33,356
6353861,GREAT ROOMS next to YORK Uni !!!!!,33100782,Victor,,York University Heights,43.768126332391795,-79.49991611683454,Entire home/apt,69,1,1,2015-08-03,0.03,1,0
19747403,Spacious Private Cozy Bedroom @Heart of Toronto,139287458,Abhi,,York University Heights,43.76237178019675,-79.503976684712,Private room,69,1,3,2017-08-28,0.37,1,90
21378920,316 quiet bright room at York  U  Subway at door,43488381,Runying,,York University Heights,43.76723344108686,-79.50431520627912,Private room,40,5,8,2018-03-28,1.45,33,365
22564536,Cozy Large Town Home Near York University 漢語OK,96693289,Crystal,,York University Heights,43.77491164067285,-79.52070429361629,Private room,49,4,0,,,3,365
14873923,The perfect Beach getaway,8117355,Jennifer,,The Beaches,43.669863464326546,-79.3075896905147,Entire home/apt,92,3,27,2018-03-27,1.42,1,61
13341011,Beaches 1 bedroom apt,35095,Mark,,The Beaches,43.66796526862211,-79.30802824287733,Entire home/apt,128,3,0,,,1,90
11277637,2 bedroom space with big kitchen,58895232,Katya,,The Beaches,43.66797063052461,-79.30528020954657,Entire home/apt,289,3,1,2016-06-13,0.05,2,365
14119488,Cosy Getaway in Beaches Neighbourhood,85107298,Don & Stacey,,The Beaches,43.674690144199936,-79.2955113914302,Entire home/apt,275,5,7,2018-03-08,0.73,1,324
15436524,Prime beach studio apartment,3607242,Gillian,,The Beaches,43.673742981792344,-79.28605177816598,Entire home/apt,69,2,1,2017-01-08,0.07,1,0
22018198,"BEACHES DOWNTOWN, PEACEFUL HOUSE",50019105,Fariba,,The Beaches,43.67417944336533,-79.28166880344337,Entire home/apt,199,7,0,,,3,88
7948668,PRIME BEACH MAIN FLOOR OF HOUSE,41916653,Tod,,The Beaches,43.67177887158594,-79.28344241844604,Private room,95,1,0,,,1,0
4566721,Stylish Beach Townhome,23671949,Karen,,The Beaches,43.67501957261242,-79.28703181025217,Entire home/apt,150,4,19,2017-09-13,0.57,1,220
13740027,"Beautiful 1 Bedroom, 2 Floor Apt. in the Beach",54650146,Tyler,,The Beaches,43.67119640537611,-79.29714621881438,Entire home/apt,150,1,13,2016-09-04,0.61,1,0
11168201,Bright and Beautiful One Bedroom Apartment,43198035,Katya,,The Beaches,43.66592292672163,-79.30432217149972,Entire home/apt,98,3,7,2018-02-26,0.34,2,356
13847004,"SPOTLESS, real fireplace, luxury beds, 2 parking",7462394,Vickie,,The Beaches,43.66693416532444,-79.29924951885171,Entire home/apt,500,3,8,2017-07-31,0.42,1,351
13172729,Beaches Studio Apartment,15219229,Tanya,,The Beaches,43.67592149625393,-79.30286576705059,Entire home/apt,109,4,41,2018-03-10,2.58,1,235
20997820,Cozy APT at Beaches with Deck,953514,Serge,,The Beaches,43.67238016254518,-79.30248771344814,Entire home/apt,86,2,8,2018-02-22,1.30,1,307
18823961,Comfy home w/priv rm in Toronto Beach w/breakfast,131068505,Pat,,The Beaches,43.668554888234944,-79.31149202838544,Private room,50,1,17,2017-11-29,1.75,1,73
12681621,Cozy Toronto Beach(es) B&B,40998274,Sandra,,The Beaches,43.67051639331636,-79.31079808754382,Entire home/apt,89,1,52,2018-04-02,2.25,1,86
6290257,Quiet & Comfy Garden Apt in Toronto Beaches,11652227,Clive,,The Beaches,43.66876157288981,-79.30933769601255,Entire home/apt,60,5,46,2018-01-31,1.34,2,218
5560972,Beach Basement Studio,1149835,Maggie,,The Beaches,43.67032215061086,-79.3097923669804,Entire home/apt,69,4,69,2017-10-05,1.90,1,0
19574238,Beautiful house steps to the beach,137568945,Ashley,,The Beaches,43.66559821037321,-79.30869268589421,Entire home/apt,429,2,13,2018-03-25,1.49,1,326
14126008,Beaches Triangle Family Friendly Century House,11652227,Clive,,The Beaches,43.67064979444001,-79.30860548248114,Entire home/apt,225,7,0,,,2,247
23466976,Modern and bright 3BR home in the Beaches Toronto,42520509,Celine,,The Beaches,43.66625492359592,-79.30988545268512,Entire home/apt,240,3,0,,,1,11
363057,Charming Century House in Beaches,1816495,Katharine,,The Beaches,43.671129583419265,-79.29839320198322,Entire home/apt,210,1,1,2017-07-05,0.11,3,217
5579677,Exclusively for Panam/Parapan/TIFF!,28928580,Aileen,,The Beaches,43.67692965860913,-79.30157413605838,Entire home/apt,695,9,0,,,1,363
5898448,Beautiful Beach Home,22687896,Malathy,,The Beaches,43.673306556511484,-79.30141135984113,Entire home/apt,251,2,1,2015-07-27,0.03,1,0
6115913,Prime BEACH House for PAN AM Games!,22420561,Laura,,The Beaches,43.66944970646381,-79.3047669335406,Entire home/apt,475,7,0,,,1,0
6984404,Beaches apartment with rooftop!,2675866,Brett,,The Beaches,43.67033234252408,-79.30077102472691,Entire home/apt,65,1,0,,,1,0
6796405,Executive 2BR by the beach!,164481,Sébastien,,The Beaches,43.66854951510042,-79.30919418884477,Entire home/apt,189,150,8,2016-09-05,0.23,7,53
14227395,Lovely 2BR apartment in the Beaches!,84584477,Estee,,The Beaches,43.671962428945285,-79.29603915871216,Entire home/apt,119,3,33,2018-03-19,1.61,3,136
18133874,Cozy Beaches Apartment,28393914,Jen,,The Beaches,43.670317646595215,-79.29304813653353,Entire home/apt,199,1,0,,,1,173
15532622,DESIGNER BEACH HOME Featured In National Magazine,99903576,Karyn,,The Beaches,43.66998774793293,-79.29946624245873,Entire home/apt,450,4,2,2018-01-02,0.24,1,131
19654870,Comfortable Queen Suite in the heart of The Beach,37694037,Mary,,The Beaches,43.6672406240187,-79.31143988045449,Private room,50,3,10,2018-03-31,1.09,3,221
